TIMESTAMP,TRENDFLAGS,STATUS,VALUE,HISTORY_ID,TRENDFLAGS_TAG,STATUS_TAG,sensor_type
2023-03-28 16:12:00.043,0,0,26.0,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 16:11:00.050,0,0,26.0,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 16:10:00.037,0,0,26.1,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 16:09:00.052,0,0,26.1,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 16:08:00.046,0,0,26.1,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 16:07:00.044,0,0,26.1,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 16:06:00.035,0,0,26.1,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 16:05:00.039,0,0,26.2,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 16:04:00.699,0,0,26.2,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 16:03:00.039,0,0,26.2,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 16:02:00.046,0,0,26.2,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 16:01:00.044,0,0,26.3,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 16:00:00.098,0,0,26.3,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:59:00.050,0,0,26.3,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:58:00.033,0,0,26.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:57:00.041,0,0,26.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:56:00.051,0,0,26.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:55:00.035,0,0,26.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:54:00.047,0,0,26.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:53:00.068,0,0,26.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:52:00.058,0,0,26.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:51:00.046,0,0,26.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:50:00.044,0,0,26.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:49:00.051,0,0,26.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:48:00.051,0,0,26.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:47:00.040,0,0,26.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:46:00.060,0,0,26.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:45:00.056,0,0,26.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:44:00.048,0,0,26.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:43:00.033,0,0,26.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:42:00.050,0,0,26.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:41:00.038,0,0,26.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:40:00.046,0,0,26.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:39:00.042,0,0,26.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:38:00.044,0,0,26.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:37:00.057,0,0,26.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:36:00.061,0,0,26.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:35:00.047,0,0,26.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:34:00.045,0,0,26.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:33:00.045,0,0,26.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:32:00.634,0,0,26.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:31:00.032,0,0,26.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:30:00.039,0,0,26.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:29:00.057,0,0,26.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:28:00.051,0,0,26.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:27:00.051,0,0,26.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:26:00.032,0,0,26.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:25:00.045,0,0,26.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:24:00.043,0,0,26.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:23:00.039,0,0,26.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:22:00.063,0,0,26.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:21:00.033,0,0,27.0,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:20:00.059,0,0,27.0,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:19:00.048,0,0,27.0,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:18:00.050,0,0,27.0,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:17:00.036,0,0,27.0,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:16:00.056,0,0,27.0,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:15:00.043,0,0,27.0,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:14:00.040,0,0,27.0,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:13:00.052,0,0,26.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:12:00.055,0,0,26.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:11:00.051,0,0,26.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:10:00.047,0,0,26.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:09:00.035,0,0,26.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:08:00.043,0,0,26.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:07:00.034,0,0,26.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:06:00.039,0,0,26.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:05:00.042,0,0,26.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:04:00.048,0,0,26.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:03:00.089,0,0,26.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:02:00.062,0,0,26.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:01:00.044,0,0,26.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 15:00:00.711,0,0,26.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 14:59:00.125,0,0,26.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 14:58:00.108,0,0,26.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 14:57:00.062,0,0,26.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 14:56:00.032,0,0,26.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 14:55:00.047,0,0,26.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 14:54:00.085,0,0,26.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 14:53:00.067,0,0,26.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 14:52:00.034,0,0,26.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 14:51:00.057,0,0,26.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 14:50:00.057,0,0,26.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 14:49:00.039,0,0,26.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 14:48:00.046,0,0,26.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 14:47:00.028,0,0,26.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 14:46:00.039,0,0,26.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 14:45:00.065,0,0,26.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 14:44:00.046,0,0,26.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 14:43:00.045,0,0,26.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 14:42:00.045,0,0,26.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 14:41:00.040,0,0,26.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 14:40:00.057,0,0,26.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 14:39:00.050,0,0,26.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 14:38:00.037,0,0,26.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 14:37:00.048,0,0,26.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 14:36:00.037,0,0,26.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 14:35:00.039,0,0,26.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 14:34:00.040,0,0,26.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
2023-03-28 14:33:00.038,0,0,26.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok},temp
